Account,Token Account,Quantity,Percentage
ATtA7wzYmzun2GmpbPbr3XVXvuTQdqHiHpN1Lxn31zW2,G5EiKVH5oMnKRNmobbn8Xn6a9Q4ADXU4bzf6Zr82LQ5i,17041.16,0.00
41uCv6a1JPwZT4pDAN4AGvPosHVx2ndkNFEFgKLzd5wx,HZNJs7uYyJm9yDiRset2UhU8HM7eV1o9EDESzPsZYivH,16939.56,0.00
2nMYwcBZ3Ffdjkkt1444a1oCu5G1St9P3mjBJe4ZTH7b,Fs8PNERgnANKd2q5xA7MgXbJEWLnQT9f3p5n8Rocvs7q,16900.00,0.00
EdDEAxegZcaLGwLSi9cnFvvDCsM2F91LMDwBRsCkd5tz,CkT2SEPouE24H7UuKYjbYCoLfjH9P5k6hwz6neaAHPeV,16866.51,0.00
CfUxPr2XywbpgUAKjtz6HdWFbkRuwtFbBfHaotgfTCcT,6V1hUq9mDGJ8Uukamjge8FebyqdZoqncDZe8Hom3Lrso,16561.14,0.00
odfchhACwduo8Mz2Nog1RwEfmU9na93JAGr8Y83vS2Z,FZymEmZZHuyHpPmKq1wawr6GhUXRspUxWcrDRCVGZoGX,16245.00,0.00
CpbfCoitkCddEQ4iHjseyscn97FfVmFZFNeDgXncFqWg,GK9cdyoL2VoxCjdpnwrcnEqiuTd8cDPp3iZDRn2egR2b,16218.72,0.00
HrZNMY2YmRaXn3me5FhhzUz2UM271cbpc2pqQw6xkm8T,3fjgX5YgF5NnLHu5faUDKZzXFEDwqqGzJuthjfkQHki4,16121.14,0.00
EhDyxGpEz9hryw6MwiBB7898WEzcoGTCAjVQMHbo6Q1M,HZD4yvcCEvDUyewQZ3UpcZ2p395p9EnnNqdcckMuVxT7,16105.79,0.00
3n7E2gZmCaDGpmvmHVHhHg13x7y1zG37tnEXvizxnKY1,6kQACoa8xwCh7x65A253K9RiNvFNHWFBYQpLMvjcSfj1,15945.19,0.00
ytXYoZo5NkMxHrCF4x8kBKumQVVohSfga1CXGD7VxdD,51AN1jr57X5EZG6MQVfsNzjYrU7Rqv4JULp3s2Q6m2Fs,15833.80,0.00
HcMFfLWZ6Fe6SMXnZjzEjVynughgcQfxUv4d4d6QsJcJ,Ev7hGoWMkc1e6wa9EgQeHWqzzWNF3xechxbKjPpP94GC,15700.99,0.00
BPJSjJrC2H9bqsq9is5bS4YDUuwgSdngS8goVJ3LKKE8,FET4E4nn9kjTHNWNBmThFoFcuW48KmbaAHpz7QucmSe9,15688.00,0.00
AnyiYYecsbzSW9P35R3dy6Js2KpPCxaF7vpspMeWS6bV,7raUW2qx2kH6qUQSAUDm3d1FMf5E9UfLnAxKfZaA6jKW,15647.42,0.00
7Pae6J5wt2r2D4RfJkN8vduvTkzBmNCNqcodRAndMhLR,F3jT38TWo1HKPdFwD1RB84Apqgo2R6jWFDw3X2ooxCnz,15466.35,0.00
9Z1B8jH89adkh2D6zMfmoLnTEcHXYCCJSNTL83w5SEpL,FQRLVz4AMHoNzZnZVHNnmUfyTdsYyuVpGbStXWFB1Pr9,15295.11,0.00
7Eok6VkinDJiQUHdASXt3UpWWCX3daY8Vazhwh8BPoZw,9WjGGmwwMToXyoer7LJSRd2mwo2hX8busqq6nqvL5u7d,15241.43,0.00
EPw5amourtUDAyJDrvBMsTnDaVqP7sqtp83N7ZR73nYh,FyxuPiL7xkLwMLzFj3fzTy2bbvLTqdbDBZ3A8hBPXA31,15134.21,0.00
GZQ9BGQBgpdsYTQ9P42dWg8EmZMaNXHw9mj76hhCmjiY,7hWq7WhuxttUhYN55b6vA9cookBVBHphtgMzErDXY68J,15074.78,0.00
BMnT51N4iSNhWU5PyFFgWwFvN1jgaiiDr9ZHgnkm3iLJ,Dmysqj6PrHYcdkJLcwmzpg4E1YUzYCEktNWBhzbQxQYo,15044.05,0.00
3ESEbj7eaFUkzPCzvcPngNwphNziJc72rwMVkEhzrwX5,AJk422Vb6js1gNcVWm7x86rEFrkFEauchTzy9jxbKw6Y,15009.47,0.00
wUHoR1ZZ6vZsWpE8QUNCGCpyompdpRsHVU4D7yGF2DD,2dKNr9sHSUb5ibXZnKo539Ss6VSm1mteQrGKSt5dsg7g,15000.25,0.00
BY4StcU9Y2BpgH8quZzorg31EGE4L1rjomN8FNsCBEcx,3tGa46saCiiuFrZPe7Z2TMBY7t4MaaxpVu9HusweSzmq,14919.34,0.00
3wQj5hJHrrj1P15Xg8G67HEox446GJnVoS96NjRSsXUf,2sGKGXMN75KVX5QBSgyCMZTSX9TgMuUkebU7uCzYHcfk,14873.33,0.00
AU4vQyqQ2dM7CiPpzQ71gsAqGoEubSsi4mXMHZomvCEU,EBbX9MzsUxt5FYMLc1uftEYvQszyQLRyspFJP8U9EVT9,14799.71,0.00
9eopQbZdGDnTyXdEDeDbFqfcVYJ4CyAfS3anEr2JAjHo,HFmiEmrT6mEniuKktdzrrddZXewHaxfcegqP3LNF8iLJ,14721.38,0.00
7dv8gsdLSHPjWiDGjW1LGc13ayYxjiXYQgtvTWiVAmYa,jwS3vy9HrdjkTYsJgyhFBUvjjthcaHGFKtPejDvcELG,14716.40,0.00
8SF1WLvn6Ka979SNvJRyp9jrRCTeisg2q9hXGoxboxrx,2F9EaRVaenSqM3uMbYHoL8snCYmnaaNikXERTbEQCYjB,14405.12,0.00
4kGEkz7p7mpCYzy8N7gJjMYGk1q7zX6LesSJSUespmgc,FncYhW8bTWYzBkCUt9FBqEshRgmrcqLRm9kVXuH8rFyR,14399.76,0.00
35J13hpNnxdf8mkZGJECd3V3vwedNqFQ8ZBdWeXnUQEj,FGLVcR79DohLSa2KoiizigRZyaNUkPLUmUFyxXrHjuRr,14320.09,0.00
2D6V86xSaLLvg83UA32bxqFqMr5yo5jjLpva9qYkatDz,6U1Ch7cLbMngMaZUWGLQAcRgeTnP9PWkHR72KTv62GCJ,14190.27,0.00
8y5M3gAfoQzWt7o3xt5r43WLV8ZUH5FSP9VeHaSakBxA,GxLZv1jNTPEnZ25KTeqZCQPPJDY6xcBD2Luyb2G1fUo5,14139.65,0.00
3VaJxKBw6CyrbKW8JS43ZwFW4z4DoWBU5f59UnU4mHB6,3RFtZrCvDuBY6ymjKhkPx67joSLvCppf3va3ybiqSs8M,14130.01,0.00
7RmkMNQerKaVioRnmqZsHM5Gm8F3gngQG8umLNoK97q4,aQz4qWfb6WfiVFC8tK7xFcGUt7S5fLYWjEBdQwCZgCd,14067.53,0.00
7WoDMenjkLXSuGuiDtXHbZk1sGyo8iHdHkhNfEGb4kCw,7avj1Wc4aJeBpqvCZcVQ5gx7odGJyFRZmZ1usWyXDr6n,14050.27,0.00
GSJwwEeqivPxSfeoDpekRyf1idvRunfvenUNfk2DyKo3,8r3UHPcJ4y9b1JHkt2HpErXpyZU34BEfosnhAUPw41rf,14010.11,0.00
ChSwLhCGwPevuvbZ1VCmmKcM37BMEseSwWkEtJMEYSkk,3kS8ecyM5rdnwqNt8e1gyf7fQ5uzUtTh5qRZVkCxDMYj,13840.84,0.00
66m1GGjByGu3DevJ9pZ6Rv5G4f7kUHtCRqLD7HR1GBgo,D7zK3DQG9vx4hyPCqcwQJnJyP7sP8VdanZq2hJJKYEv6,13728.77,0.00
3SEzPyCHiWcD9wMrGkwJ3yTN9xzQTZET5RM7RFf8hr4L,ByJZko532gG47mDbsLyanMbuCZmgFdPZPZQAwwjN1djy,13655.42,0.00
EyKn7a3SjqXnsRdrAmM9sBDEPHVrkL1f9kfE3xhHNY8s,EhAvUbb2GZ7nLTeUF24opLsHsWvEjrhFLQDFro5F8VCF,13381.35,0.00
4LzCgWobVQM4MNbbAiPNv61tr3rNc7F6ZLAuUBQ2FNdq,B2NzGFG3Eskn6kiYADgHeQWfz6KZLvQSy9jDKq14JuTM,13300.86,0.00
G3HPbzZb8rpgaHUvruVaEN231rnpjjCCGfXM87UewgmQ,AWHgH7e29gNQQmmGCuXDhxjYWBAhQ9pNvT2g3foM4y5c,13234.00,0.00
Edhzz17gBriGbLgi7jcsTbG3kLbfk5EkuxvtPNYCZT5S,4EHkpVNRoWYaKqF6WyaFk1CXsKWX3KNCLUErWuWU5CgT,13207.45,0.00
3UtytFs4unmXjbMfwQR1w7Vq5kC8FHPuZD7hAY8SKdLi,7NUn22bqPStyn8Ris7nWjMaxCSgAqYXWWjHqTdDYt7Nw,13199.92,0.00
8h69XVfrs2PJmufd81wFR9kYJVcoSGugmg34umPWbKey,hRpnDzfFm6wNGSJAaZR1Cuzsi8QBsQ7ps9rEQ9m8Qa3,13002.90,0.00
FUCA1JYUdNq7vz5JUK3MxE6x8wvUrcy8k5TnRHRYA1uS,Ffb9VKY5K5HGyxRVqxoh8Ka2KUVXNFMQ52bAUZzbDq6z,13000.00,0.00
F42Spc9tuNbkvfiB4xKNzKcvSbgn7svHHPhRkgyyku5H,3L5QwDDoKmAvttE63SpHaahq1mDY1eCcTv3BkcRv3qDN,12906.20,0.00
Gop6syCKjV1CP8JLQysieDpCUHpFsMVZ8oPLSak5LVa5,ija8ZR8GPjtdDpFZKq56cmUkPyhhXW6sjFfQA67v9Gh,12830.01,0.00
7z5unN4EgnPpD6B9xYRaxRHUCNtu48zjk5RHMa3Av8mY,awXyoa2J9eqjmniSsG4jiF8FweNwNdAcFqXuodkrXUz,12750.89,0.00
7zvatWZL65tjZJFUrZLvP3LNQ2dgDhRreQiwQFC9Sgmu,BEgD1DDpr4gULDaJMRXqZNhVQ3NNGhjnmEo93d4XrFni,12708.98,0.00
2TjQwSmBrqUJPTnDuFvxPxggsusEtotHkhNjt4RSiZie,2ggJyTMFo7sN9HFnFP6qAJTdfSRPf8R9u9WUk4rPWUJP,12707.77,0.00
B6PXbdSjbxcMDxqVi67rpyi5TQy9Ego8wLbDNzn7WyUZ,9YjUmTjswPF9MJ293VX7mmkFQTCkKPV6JRnxuVKQQoj3,12589.48,0.00
B5wFE1GWA2eFCVTWrNxkRiEwTxNfR9KgHDoE8QcYjC2r,8PfMAmD1zAzMYuAErcxNBiE6K97Sixc9LihgSrJRbBWQ,12570.47,0.00
CaM6wjfyaw3qW8LZ1fPg441xVVRXczsGK88zfYkhTGiY,FH7edKQ987UhRx6WmX5DDoRHhT1ChyrMpXuGprLMt9X6,12548.72,0.00
JNfjtxftgV5mQ4FrWQ9WaF1vtSohuHetVd3N8spu2b3,DLSo1f4Zh4iRsTAHc8nL4dHEpQSRrAVn9kii2AmdRrZc,12420.23,0.00
HFWv1riXSRJ3nVnnLZ9xi1K4r3zppRvcfVuiAGqAA8Y6,77T7QGY5xmiWtwKk625PvA4m2VTDKRWRG9iaaAeW7XYx,12224.18,0.00
EaM92yYLUyf2xwzdfV1QqnCPTJkTwaN55YE3JDyP8kwt,EKPLmm6cgobfBmZFcUiS2p4MpGptrXr2GSWyf5tfeQSK,12214.81,0.00
CGRNicgpirZd3unSzn1Y34k7w31rQftTbaJwEuQu31XP,51s3umrX8awv3aQiUs5k91LqxmdjexPW6ZKNa7jSNJu,12190.69,0.00
JAQG6WdK2dwk1WUxiBrwPg5Pfz5EgtMhd83eQTFGgG8F,CkuTo8JpvwyRW9p6CxhEeUGp18BmPhQ5wb7575oAS5dz,12000.85,0.00
DSo9D7oJwCXUrL4aLQXuXGHFWHsdYmjiR5UXnMMriLiu,Bue6fYSA3Sir4mgS1QCy9xKi4GevZdUCbuBuFsgByswK,12000.20,0.00
2L6MboyPe5xgvcqdgDmSzRRPGbA2voW17SBoBEbgngUH,GhXZx9v82QXeaJqLdFgJpDonCHEu4F3WHghfUdKCtyaa,11982.70,0.00
56xfoY4LTAevijx7TKg51pBz2BTKPFEhr6zz9tYbZ5oS,3QqMPsQpn4ZmZm2cx9gC4HsHtw49uxs7K8TwNhNNP4Lq,11826.22,0.00
4GQeEya6ZTwvXre4Br6ZfDyfe2WQMkcDz2QbkJZazVqS,T78dHbr1rq6jG99WpaPk7xBP8aK9MjCikuhpLiY9BWu,11693.87,0.00
D4REhuGm9jPTEzgQP1TLfBZoBZJGUejD2j5hw5S1qYWB,HBNYNAbs1JKNndtZYkkWg6CadBsSwzqZCLpUt1QC2Qq7,11640.57,0.00
9fkeYUULcGeDeNyZVo3SYDaDgptsf8wdLFjCRBcNhVhM,5UyPX1PX9KxrhwvKUvntGfLYHnBcuoVt1YkA9jrsNL4N,11636.58,0.00
9FZ4aSGY173ouFB94anmpCv9zNzUijY3yobssJgLRxEM,GxB5caEoMZzpgaLarLpSm8cikBDR6L8mRfPqBBvk3YzE,11617.40,0.00
8fXoeF8HfCBMLwPQQbncytfDbkgj8qJJ36sehB2f93Qj,3tS8vNBw3iwymQMMhw4qqduHmo6Aa79x8iw2UL9ucofE,11611.39,0.00
GRw7wifqRESucRfNAXNL9qMmMVtFXDX7g5WGpiZJND4t,4gUmzcCNcsm4ebTfvUfvBvv3gEqWMw7ZKG628VZZ5tJV,11604.08,0.00
3TVP1V1xUCHnexEe1QgN9uqX8wAVEjKSFAFGXLYSMXH9,4k6fTgJuDTUJSTM2kR6abaLqCSk6YBejKem1Sgzo7rYd,11571.48,0.00
jZTyfrurNy6X1hj6RqxkSkujkjQDzv2PLJTmcX5MBSy,DMtz8RPDAr5fvGrZZBnC1eWsN6f6ZDMHxBUeUFy4ZFLc,11481.86,0.00
HLEDVZvwnSrVDtns2v38dyEFxy313SViMWhZrZ4DkTJT,juZNWqD625Y81t7dr5WvKPfYexisMmNjjMGWYeCZyih,11472.55,0.00
FYnnpQNZ6CzkqoQ5eNvJ9UcPaZSpXhWMR5GnMQ6DfW2U,6pf177yevwSkz7f7LDmGqba5GDhCvm9ySYhZpSv3284n,11233.29,0.00
CiCSPhEXMvdRdo18a6EiwZUfkxkxur8htbHxkDeEMeoH,Fmsn9H4yAjM2kcpFPFuFbSL8kMWQKezdDoG4ADdrPN7x,11167.49,0.00
FtQHNymxZDx4YmEfenx5AcVQvLuagbBNYfEhqUn7xU3h,3zj5dDmXnWVMxjkayEFLvyqM1Yrj232tASVXwyT5gEnT,11156.32,0.00
79zaZjYToY3qBeQ2DLtLzCQVud9RUzuyYkrJDA3JqJjw,2tU35BCG5cjd6cijFUPV5eUM8WMtjAouYQmRQwrQE8Nf,11083.33,0.00
AuvtNJMmzL9nhqGphC5ZLbur7s6wjtrVQRNY9noXWoFJ,Bzog9XCKYRusZFYCGQTXxfJrcypj4SJfrxhWAqzcbn5r,11039.22,0.00
Bhx2Avcpnj9cePj8ran6cg8H7juhCeG8zne8DX36jxEy,2cruRjLziAiPQrzcTyYJd82EVVo2MRwhJsi7cRwDDfFP,10960.00,0.00
2LavPTh723SqJkq4GMAL1pwMM9EV7yVVfrYtgDBg3eZ7,FEFqws14dWzDp7DYmsQyy6QZFyQv2Cs4RQfj2M4mMn7S,10868.66,0.00
ExQonnHHJakQikDwFUDbPxjMtdWdgrhTRSMLaNyCtTmd,1BUHFYtU62ECcbpoRzyaQoqmMUDnoe4XrkLcbck4sS3,10851.91,0.00
9yhHnBxbtgb4khz6mBuM1ciMxaPnZWNSM4GTrNY56C3Z,LhNN7QTf8BhbKMbUtTcsa73yWVA8dkMoK1uC76Mh6th,10782.58,0.00
8TUdzkJBXUweaXQd9DLvwDKEurWFmcpaTes6tsJ9kg3S,695EWaAXV6T6hzRWxhFHZPanioyF5UwSry6ZDkxzkdKs,10767.47,0.00
HK3QL5uW7feBhRW2ro8ASyWNhcxCZ9X59X845QDxRkdy,AcTciUNSik7scdfYyXNRVsduwnTQR56hNDHYmZRtP1cn,10636.83,0.00
WJWerZQjxaDGEHy6U7zhtMBeuFmnvybf88YsRQ6sbYA,3dDNxnrk6DxgPn8LbM6hh1YdkkRh6XkQXTrMD5tbksE3,10620.58,0.00
FJs9LP5sS9xKvpRpKtTkHgfcibZrstjgZdNLSnGdfhsv,2i5f2iBeLGKESjW6UdThsNnFfx66LByAWic9kzgaAvWw,10568.46,0.00
7erZa7GY2GcykWWrADkbpoQPDKF2JnFNuJeXPnJseRmf,2SGEGDr78okgpyT6ebX2UN4mdoicvXyAtzXxis2FGnHo,10563.21,0.00
EygiN86pdKUKK5Jp98EcBLsZSVeLEqU63giiiLBR1xMt,FmMJWQgYAsnE6ZhgHCkcxoWSw7hLhP8X885nz8aRDNZ,10531.00,0.00
3xsREqg7Z4hUYGbpuaQauJZn8Kvmb1nnvnifYNBRQWmC,2GKJHvBvJ3g3ZkCKgpaC2CGiJVhPRJgm9o1A4UaBUyuE,10487.69,0.00
FsgCSG3VS7VuTpEb6NdyDAJsYztM8yoncrVpKz3r9QH1,9bauy8rviXzz5bE3uKC7ScRXodufezCqTj8bLRRrzoRi,10386.21,0.00
CENr42QuykHQGzSecykcx7fwQjwKSztLFGQrYBRW4e2G,EeTphrKWhA4y19Hs1fCAyEowVg2HVM5RwaCTJjpGd7mh,10317.00,0.00
Gc72C51CeqBdqsoj9xCksQJzsMcz9VGCciWUMJ32E5C2,3gwgsUyQBAyMr2KLEdwR2LWB7a3pAXgHecNxTwG5ekJM,10271.08,0.00
7KpraEoHUpVX9vQoJ7C59TsEDkfULE9mUo6p2p6eST1B,5AsdDJhcrnby4zNoGcf3hHRmA8kGJKuhqB1CxXvsCQpG,10255.00,0.00
8LvwtQ2yzkLnDPxXCEEXRn1Lw7qacfcoAJFDoQvwKSHx,zxwnfwmmQisXF8A3GYZzgmXgDdZiRWmLaoZXYQYFixR,10204.80,0.00
GgooJr8nb8ruLQq5Jz428BuFkJ4XywbeXJth1fenAvun,FdDkWf1LUQThnoQ5Lk7WZude9f3yA5FPDWXY6wsGX7Fi,10144.46,0.00
2UoBCwyPs76RhfhN7jhg3oU4Hf3UfK1pehZkP8T58q44,9tTChfRLuD8nysnBABauXviyqxoDXwwh8jK53Bmoiq3t,10123.90,0.00
CWaTfG6yzJPQRY5P53nQYHdHLjCJGxpC7EWo5wzGqs3n,GDKZcZ61SuBPBk7cUxsfiYeZ9cc6MDgZrky5BLi1yEpR,10091.96,0.00
HpkApPTTzq4KnDkFv4wPA7DbBxoA7BEycP3bUiEBWi1q,6wZJHCVGGsG7mEA9f4EYQy4SzgwqVupyPVGvHdZJ6KSj,10059.00,0.00
EQifGjSX6MDm9F94Z1QBxoZcMDsSERoXEUJouRbvFZdV,PxNdhPwhWtXbYi7zRjaeou7onjJTGp2KCKM3RHBepkg,10047.00,0.00
9iEaCtvUWK6psqcQgn8sZyZvEdtNNUz3sRtTVJWhbdCY,AaWRcwL9SqgFaH9zGT1nJwn1ATgq1osLy9zDgmXwy6GS,10024.44,0.00
2FQHooBdgg6cc84mPYvpNzGy7o5r8KQ1bAyN7xS7gZqD,E46ZUwk9G4o5b9tRb3jvSMiwNy1YdESMffTztWRxURSJ,10001.68,0.00
D5AQQMknyDeyDXq19MV8bHy6B7ETNExFBkDwgCf9uypB,C1c3SS8kLV1mxr2UTtiHrPs9HauqGz5Ro2XvEMVBJ49z,10000.66,0.00
5zkCP2WgBPuFfNfnF84SQujQLttGdRoMk3EzVvdDWLtx,DepDnbTcvTNpxYC7qwSiar14ukNP4pzodAi5MQpG6KzE,10000.59,0.00
CMkNbjMxNnEtoL8179oLxWeWKcaSG4XRfbWYrcimP64F,ACqwZ6zVzUw9E5Ra9Dp7zAAx486ya5b9gjVLAWqRHSLo,10000.38,0.00
EbiVG5C46MiesMb5RAmyDDa6jzq9LrhX1Hf5JDNPrzuK,BdDM2yohf8uS6iugQpakWc5jXRduXtmEYBtJqVpM3Xh6,10000.00,0.00
Bsuy1srqbPkuAoam7aw1D4LHqU1UVS2ejG2iVdFBYY38,9oGDk531QPXqCDagZV9wnaoyR7ZKYbtCb2zhNb3BZauk,10000.00,0.00
4Z32avzDNuFrNjVH4YW6ZnSjhe29BFysukG6tfF6e79q,BFqmRN826E3JRxrDneRjnqCscnmL36D8T8SS5u1yqN7e,10000.00,0.00
4UKDCXNneigDbASUthVqDksa7tgvjiGAGLrf4jden1on,Dip91XC9xXacDiCzEtQB3uiJDcUjzTGGqUYTSzjzAas2,9998.44,0.00
5LgnJ48iCBzNdVJi4yzLRSvCev8e3WjkybXQhm87eFXA,6XFzHs2eUVf1t7kEx8VLizeJ4csQpb1GrTMcGYq6oLhs,9997.41,0.00
GsW5UvRzYVBt7JVipCkSYgWEP7tsvkTcg2pa8qgrwfPd,AB1CiTqPgC2o23yf5tKeEpecGJmEqq2XSAL2QDM7m9CB,9988.48,0.00
4NqdCEGBm7MLQB3fQiPMVWPUjwDs453EgUJeL4KJZr1Y,8RMHzYpiJCgQpzTZ86fuYtDk3PbBxEb7t8w6RaUkVh7F,9881.27,0.00
CWkYQwQkcwQRotFymv1pR8eUvJrhnARATkxTqfX8k9PX,B3uTe5EhRwJeKJMHBoQcaCJF6iYiwV8GvCiqXXjWYqJV,9859.69,0.00
3DAUVV6ZaE9PyvnSRAS1hbxGWZCD2JVvVk5w6z9My5vd,CDYtisZRDVuv7g8xZvfdjieicpFWCbbEon5kkzTPTnYM,9843.13,0.00
eKfAkykrMPx2CqhcbywnbTkpGAyfkppNvXQ2VPNiQWL,ASizwvcvxXejV84ZReYQDgFp9c6BnehrEBJsgZR2Mpng,9771.40,0.00
3huamNpghPSPbgQSLX56B18Sj1hq5SE4KGxwTvhwJGnC,JShgXgpjihSGUqtLdTwFiCvESxfG8FT7McN2C2REzt8,9734.30,0.00
A8Bt8xUmBjfYvfewxFmB7crFmuouFqsbbhoDjA2YRXA4,CjjDzXKsvPWDYgMbpK5Md9qJ8cBxwxrZiDUP5gHq66nx,9728.46,0.00
3gPFjm9CsdNHsdGRTMKGxuHQubEmbAUDVDSPCsk3vEBC,HSBKCoed9pdHshGHFnqZivKAZXgzF38DsfQvG7L39Seg,9696.63,0.00
GzqD2RGhpXST5g5pdAEBKCXbqyNQZoNhajzZSjhfMEn8,29uFAUCCfHgf2TGNH38cdHEbQx4MQ2sdLNFUBzaMScE3,9690.75,0.00
HYYtr2LFA1bkWw5neVz3b4Z8d3vzbf6NpXGkgpKLbYhS,GT7WZjb67Tr7Z9J2GChN5zvQXvM6A6D8bubA5QEeeaVf,9676.48,0.00
Xhpp9EsxkFSYaFHdPX8QPhwVLZavuzLSNRBPYNcazg7,JAMJfmeNTq58gVTowKNyCkpNrR8ccsm3A28TMNFz1NUA,9666.29,0.00
4xmRRgJkffRmaAHbdefkicZaiDBTuNpviYUpRH5NjDoz,HoVn7AoFZ7PataLUH3jyCUEtomyLohd8acDhZusGtD4X,9652.33,0.00
86aS5ka7YRCuP2mNh8rUTWy7DqyK42WS3r3TQmdBfa21,3FKQHjqJY4aSCz1Svs56mzRBBkcFP6est9eHxBxgMvMB,9611.96,0.00
BSBA44zNPv2FikH6rxkNvoFhQx3zreMSk8WRDDS2mnNs,7CSLfvb9jWxWVourS44QDVPzMb5FNcDhg9zbc1oNN4hq,9590.71,0.00
A3ZcnXcCnLDWsCgxMDryqFPLCP6dpMGEs5eaHHwjm6Sg,3Ecb4c8qZyM5UZpq3VpNjhuV44LoXtfUobSLSvQUzkvD,9590.63,0.00
Ci7a94f9h3yTEFiNAmx2BuVZBTNc2jHQiS5H2ZotdUVE,BB3wX9Ym6gbvdgWjZfL42fe2qjHZS66Mq9Z1ZHcM9Jmz,9517.94,0.00
3hks9W5VBBQqnTRqZBoYyUqzsb2KNDpS3Pkti18CzSPM,DbvCyBFBvb1Pd4RLPoRDfCsWW2wojJp5AJRjCtZte9on,9502.89,0.00
8j96TLCAMeu4xyyu7iLzC3mRutAF6qg6CgQqDbSh2pnm,ABBCS7f6ZtSE5TDddd9vrPpcUTKkWUvnqMjWVFpgAHES,9455.71,0.00
B1qvMQMsbs5J5YH7BmBrs26KgnSD2EkkPf5WQfeSSqDB,G5bwNjiT9z2PLyx7EKMy1bJsjNTYcWwo91mFDfeZbuXB,9403.59,0.00
2MNjjX4Ndqm5aRwfcoo6uc8Dy4mRjVkm5myVKtgRR8Ct,DuJqoR1KhBWV2sAUDLnjAgZ6rKpbBmzP7ieAAptHe1a6,9388.52,0.00
8ehGYfcsjD24MGSP9rnZsdYHDga3eS4Xw4phBdB5rdFw,8Mn83YGXa8c4ys19VRFMs377QQusFMdtCXS5UdAdhuDy,9284.66,0.00
6xfPFKnwv48XvxpFf4athewqGFvSTKQcMmfzYapgZ2sG,GqA2TU6ep2v3VVELanPr9cp9ZWZ1XEz1SfiWthDybUeU,9277.38,0.00
3HZyt6rvFSGA6Ah9jNMrZWm68yMHkRYMwv9M4Mi2JMUr,E9nMrnLXCGt3hohz1p8Fs2yKTbnN942gFdT2oTR3KUv9,9274.88,0.00
GkfYrq1hLmotW6UV26MuusuYe8hogdZAdPoTZne2oX4i,7vLhgnBQdLo7Lto2yJsdNDmXU2xzTHhwuQqEEJTqfmXG,9240.92,0.00
BjMT8t3edgEc2JGsT3h8JRr6ZqaLE4NheymxoCZDNZCJ,FC6Bf1ieN7AkVxvSW2hj3LiwRJ9D9tLKPUd1rmo1Fd9z,9158.59,0.00
DAwFbuDK3eVuZRYNszLEUP54HytyoNHwyEMVuLkixgu3,FNbWGxaMMvwet3jWxFc7mTvp63oud8MSQCGqZGJaMexG,9086.99,0.00
EcoPCGhzVtg7qJTGa8fdW7K7YC1u43nmc4SW41sPrbUF,CpagUPDdDdxdFSTdLEP8rDZSorskyJjV5mK6og9cMGzM,9010.58,0.00
2ZSnyi617X7B4i427qHdg3CbC2hQTpwpmym6e3Mnfgn9,2GJ4VHmNm6ncuFs4RPfmaFcbgGnRiVjjzeEQif9EKJgL,9000.00,0.00
6sd5NAU5uzfA3ixqCvyV9BmbM6pMvNvGLpVczvR52yam,3hEv3VyEnABFxZ1rhQ9UTHgNANbibSiijWHBmMkQC7cg,8948.05,0.00
7184MUVTkGwAjXvukV88Sdmn1QxbjoK7wKssVBJytSrH,EMhgGjbxpamKxaYTFVUb9pNCQZz9o48FjmkGiwFVKGjR,8944.11,0.00
5uWnwDvdbJRHpzBP2C2armGJFVjqv1tEQ27qcdjjwnNs,25uUrK86YZZUL5w7BV5LoqQhUsSoyWskgDAtxCQGnqFG,8939.22,0.00
Gi7z6PEQLv1Zm1X9ioWmkTzABns2f5Gb9BDpZTGwXi4r,2UhtSR4tovNYRXdjqUkWa1rZyL49LQh1SZK4es5ecCLP,8829.37,0.00
6A2is6xVX7i3AzsuJvB28SP3MKbcaau6ot35sSqgagSa,8URZsZqZUcNGnVhuJCK7ASMXRLzBacXnYzD1ZrxddZvi,8824.61,0.00
BSTKCN364EMFy2DiP84Fzv2wiR2GJAnEWpG16eczMD82,DCt2Lt3oGBV4rv3ZaQe4MvbUNN3G3L6ACgGpP5ceygLc,8723.49,0.00
4gfYSTmm8X56SX34XCqCzqQhoafpt7NpGJZsG1JW5r51,J1g6WxQQXdmdj4LvVfF1HwVAFm9AtJYX999vec9neBdG,8655.55,0.00
ECutYmzVervTH8Tm6VEyVHJda1KHFbHatK9SY8GX5ncj,FqzCXtPpnMfMJGyKDYZ7Yid8EvWDoJh7mj8DZbHLF7YW,8619.07,0.00
8UmaHMyPnnwnKUjZuM7pAmjktj2k6Bo1UVRJTrjP4Yuv,BYSdtqjDzr8YMcmiJTapywCMTMcNvxbQhFtbhGs3gc9R,8616.97,0.00
7rhxnLV8C77o6d8oz26AgK8x8m5ePsdeRawjqvojbjnQ,8cb9dnY5v7TinTLpZhJM5s9KT3UH5vUubY9jJZDHoziH,8587.20,0.00
DUru5ZfCdCnjPFuY7NPniV3hhZqNJLgn2sBZJGaMc2Sj,9GPwF8iUoi8m98tXQhDkdRK1ScYAK71GmUmi96GRJmzD,8510.30,0.00
2i7SvXU1YygtuBW3twPfHQMfY7TyW1bVBUdzBVYwY7H3,3Yu1x5VF7pLVk81Y6HgiiK1FREmUm22FtVjQaVsom6TD,8495.16,0.00
