Account,Token Account,Quantity,Percentage
3GoBCRxrdLSvSpDtiJ14APwWwpe7ZiXQHZf1oxcsprNX,2XtcxrZnwkfGgUjYeBNP893Y4BqAxD6FmzTSFVdeqpRJ,3045.92,0.00
5sSWoKF8aisWKUDs7ux7bXCDWMy1jWc4PfZaH2YWWUJa,hvQKsHwvXRfLhthwjBfjeGvKjTYVbR54x7d1mLBWXN8,3041.70,0.00
D7vwBd4S9HKboyRTZTA2zNuhJfCmxNsNewjgGHt9PhXE,CBno9KxtBv27STP5FnXZKTvEE7iZTRBcjC7KhBFpMAV,3040.01,0.00
5GbLE2A3w1AiND2zfA7qHFacN94C4eDfGLmuXURsnigu,EPDjicXPNj8FoXvFcURyQhNzTajvNs8KAW36AAJW75bc,3036.81,0.00
HZ2KmZ4zN43NiToDSB2sDQ3r4R1TUDEUUL3tdRMdFVof,DEsLyjqMHYNQJ78zw7eHchz342wty78mW4ZqWFrjd58x,3027.12,0.00
Cq9srcpZNJJAV7GxUBwpVxNjTBABPpJsyTjvRehibTRX,BDKN6tpNdgWNGzHe666KimkugfGAL7YtrXMz8K1Asjdp,3025.92,0.00
9ZkAZYe7NrXuvfVVELk7a67aoPBSttGwLkTbHqqjUhKE,53ENZvaBCbGjdRm2H3PYjuDVdNfZq7FntRGRNrywmyT4,3025.00,0.00
7dGSFQtCAzfGgfxuejrCVaEqb9of2wnAXrnz949HnF99,B5V4MnWrvtuZrFQFgPwTZajfiRrFM8PDnWJxPy8t4nSC,3020.26,0.00
275LRx4WobQyQXi3DYxCVzx9KSM5VVXFos4iEJ43eL2i,8Nvec5Lb1jxUCApim1fJctZPv2xRWpXLMiWJuqg1L7uR,3019.52,0.00
2jjoBmsvLX8dwyjQt8MRc63DM4PdFtgvCSqX6zdCX2DX,DkL931zW7oiDMSJBUQXUKMzTQ7ycYaaBCPL3m65j3G3r,3006.27,0.00
6UsqWRXGc1L93BdhVuYgTHr4VWSitDw4Tdq6DZfutVGb,HatKwPnE9cCNtccoZx4tV2kJCsnLxVMDPW7aq9e97pzx,3003.97,0.00
DM1M1BL2Vcgjepewkm3EjmpSr7RDgz1cCX4NbrXuoZ6d,67q96qyj97M4e88fVViHcqAtzTurS59DMGcRUfgt3thF,3002.75,0.00
7cZ7Lz3fm4jCxeEuoq4eJn6PgYVFpRX3y3BYfhdeSwY7,EUnffuZVJT18DNrdbrNGrTcrDwf5DSZHg37CZfcmTX2T,3001.00,0.00
2tcjpeLSyQE7wzFeS1oWhvFTTJ6ynyk3EYPtHE1L3sn2,68naL8KnWrVrmbLFCseH6zyoxtVYoqYYw8vg95tmbida,3000.89,0.00
3CJmijRnizsjEvTjAedtNBPFvLpWi1KWXnXwbG24Bhhh,5xcd7xkEfLgtzkreXjecDSstD9nZ37mGkYHNFgranrrk,3000.82,0.00
BMTyqdeqomkgE1vVaaku1SiE7M2CEdJLqLv17yNBx17R,2774t2hZf3Ymd8KDLsXyCGgoxanUNoYXW1VxH33JRF9S,3000.70,0.00
5ihchwP42bEKuggv8aFt6C5acCei9b49WQeUE4AhNjwL,HXnciXqnLJiXUjAbyJ7L7kUfk1Vdm5Mik6A4kRHw8dmk,3000.00,0.00
2SRaPptkHh7s1ebL5t6RVqC8s7Kwr2waLYGGfQjXX8gK,7MFGwAbAFS23PDmMp4qUDmWwJJRP2kM8Chn7K5H5tHW7,3000.00,0.00
6gpRvGdwMGP1929dZCDdwraQB4D7c362debN29DcCMU6,6FvdqtrhDWfa8BgZxiAApV2m6tnJ5dHwS6i1PcgZfRyk,3000.00,0.00
JhdkUMyrTe9mDbhBoFGNDWjuaeSazT7qyg7gJpePvkE,AtjjN6r7jDZ8GHkhNhqi6tGrkru7F5DRDJ3stTrrBGk6,3000.00,0.00
FKf8yo2K6FnmDbVdVAUNdtDsHZk4Q9umA9eJe2p515k1,87LoHaD3pUtfsvsJhsD4f46Lu6ML5Jkq4y2CEyJMoM85,2999.91,0.00
ZPdYb2PvQuFJpCzoZWZuRWYuu61PDSN5cX7LC2dNfDW,9RXBDHWwnim34upoh3gwS6SmQoons7FYh42CnAoZcfFD,2998.43,0.00
42SgFcyF8P76TvH1xLbTQScwueeEtgjRWchbJQmCgSes,FqVAoscVhKiQhPr65ZobwtvjbiQQoMZ74v2hdZptyGw5,2997.18,0.00
6MVuquFofqrbdFj6FSTAqaxbJESEzW4jB2pBd1RQoami,EmCn6UBksgJRauXHnaQuo3kq2aANRTpwye8ZtUX2k2Ke,2995.51,0.00
xWiqUvKA3bwH2kZ6amdtMyevG4sdNdWyxhGqNYTtwWT,CrGZnoYvfLTp9pxcg7PTFJC3gPNsQ6jUbtjYXRMdxhkj,2993.17,0.00
CEGFcysvQZJL66K2a49kGi624zNZeSZvavFJASan4XFJ,4QiuXjkY7p4XML8gVmoP9qUiWFejVaDQ25TnEUw3Vrye,2989.34,0.00
GH6y5DmwjuF2UL8WT94kiUjnvvsUAMHWjCQMaxwtwiV8,JAGKWrRb1fXYN1JUwXCMrtgURY1qUA9EoNJGiPZjMTCC,2977.32,0.00
9uxXxXGTvYJoRFN7WhjB7bXdF4RVA18XhPq4hMYnH49o,ERexsmAvvTJrnk2jBd9kr7SKTM5RbHgPsLsfkEXuM9bj,2972.58,0.00
F3bHw7LuXxGAWbXfHphutw8Uk95xanLhf4Ds9gWweYTS,Ep3MDmvZ6ZFz3JuzZWR2upyhXcbpUsZCdnNubxcuWKhA,2972.32,0.00
GLfeUnPozwKnbKWBcUqR1K9dYbernt1bC3wUDf24YDY6,3MZCBCE2zujubWSx4E4Npow1uh2FKv11BrceHs11fZmU,2969.35,0.00
GaK4X8z79MvkfpAPZtRBjjubKFPaYekCh3xhKH7GYSCk,6uc9VTS1wkSCw2P2JaH6m2ECGukVKqwTvz4rW48usDSw,2966.19,0.00
GKhMrNF3QaRSKUgY9f2Co81qGwFYjUxP7mcq79gUjeQz,6wkX4g3MFfe48UzrVV7m7tJqZeF6LpAfbZmsGWZ3jet5,2930.75,0.00
CMcHRygKpNG2Jx83T1cTiqAvg55mYXv6uSwjhFzLwQFc,3pEoU3TVHdDwXS78Z1htBjyqXfgzTheNiL2GvNJQK1Xt,2928.12,0.00
9Hei3efRUgUSTp4ZL8mQqoFy5Jz1D3EQ6Hm1MJ91unfY,3VVsmsbgdXQsPFaGs1867Wx7QQKE2JktuG8AL1e3k8SD,2919.45,0.00
HA2w4VeqMbwJGND2DfrJYnUySa62ra89rW899Fk9WHC6,6jvHMcMBqhYojQwXqajkgphHG9tYHa8nRvarXKUQNF77,2917.81,0.00
YjiR2vsF4MDHWRhjG8wvaSrzc1tvbzsFEpnscpEFg5a,8kojDy5rtNP1WKjSjfZ6UkYNiuFUzpkKYUkZt7rRvmSd,2916.77,0.00
2LKwvy1hHNA6Zq4vzYoxypu1dVesu4kZv9FikfHr7q3n,Bx3wd1m9Hk9wGvCBtEREU99tFt6CVRkk3jzSUGL4M4FB,2913.59,0.00
FVtypnGLK39srJrYdi5GVq9k5BvToTgAB8VAwMavMSzF,GVEnbcVrNNZDgbQMZkVA7JvRRQpf3T3qHby7aKjaE7wd,2910.35,0.00
5fGTD5u3jk3oGDJ1wFVAQZBp6QueC3ea1N3gqD6hjwmE,5uKQBBXLGuVUjrBTq2PH3anehxHTCr4pv31eYC9VpjTq,2910.29,0.00
Fsr4REceq9w5z5vitt7nWWCNV3wiexGbzQ4KiiSLBEkB,4uyiwCdgBtqGs5RrangkmnB3ddSragfKLbtUd4aDxHip,2908.25,0.00
C2WqpWvsWsVochK75h7Hj5ZTAMJ3j4AhAseRB4VBX6bP,339yyTbhfP2Wjscm5vkeMDafG5TDDqVG63oLVyqRYHCX,2903.00,0.00
4TWL3RuJPP57PS75hhGrns42kjzXMqLtMy7c67VZvmWk,QgkYQFibAbNPaSDC2PJr4WKyMNh2i7cdvD8EZjwDrPK,2899.55,0.00
JC8Xtqjj81ochqapvYpgW7Fn9ZaFjwhqEVr4xwHKYTM5,oCfUe66ujnSQzJ58t5V1GxRZmEWyNkDisLJm9vrKohc,2891.20,0.00
G6pKoGy8d3GpbuYHsv99sRapy4ypcqCzXUCFns7pEFDw,HiBoUhxdTCRnzrjnUexvnpzqdNuwp38qfBg7g7feFAKo,2890.51,0.00
E3EU8BbiczZj2AEPeTgKMbmVxeYJh138esDjjcWTgJyh,9tgCb1KCfq1ueeTW7DdU4ikUXQDUFdr4oGYWTHzqt811,2884.54,0.00
GAxVxYSHYZXcniWEzQH9XsrAbHaFGw19chywR8okQRJV,5FbGNuxzjqKVaWpd6A8F5kijArtvviWuMkqvr63JoaYg,2877.98,0.00
BSWKAxjGe72Y83CbhuguuJH5p15xDRweJykar27HBf2q,JAzv8hq4JWczhFr1vFYxJvVXcputMnKs9Wp1kX3beeuM,2876.96,0.00
Fe7SEekiKygziaEGKxsDsgLVzrCfNvVBvAYsaJBwFA8s,3THF6A4R1AEy5XELhpA3AsAFLWT5g7yRg8WGQMeaVw6Q,2869.29,0.00
88QrXv2htkCv1Xp2F5zkauRZ5Cm9hMGqksqW1wguxbcY,6rAdSQkNbkfFShSgfvpReh5mQDuqqGaadDTHZPLjjXvT,2867.20,0.00
DTZw5wqgiBUhkyuw4zzgJyr4xpNAPwvApYxYkthNM42q,9KHYTP78JvnH5eZpG6ArMTGME5GWxS9JNaePg59fo2s4,2863.87,0.00
Fpc4xBuMGBUP83js1eKXrZT7KaHbcrkbhopTo6Wnfshp,DB4mRhmFE7rdgS8aVh2gdk29ViA622Sb7gMKFvTsvHBj,2862.71,0.00
FwWepnhq7KhfZFjQvJ9kmPWyBSpCqB5jdENhMicAMvH9,BpLYKu515TonTRKNB6iAmXRbbm2cUuSdwBRj8UBJJAN9,2853.47,0.00
2mHQ3G3CvJCuPMFgzqbZALA7Pk8eJQLkc6rp3SXbiED6,31wcTg1hzShTS6azf4hZyhgkoyKANuXJYaiSJ8nS6bvF,2851.61,0.00
8Jnd6nHk6PtbucjydFFtyCaeZmBvXkSyHY7V6z7XpMKm,7hqXR65LUVxY7528Vfe2CbhtXk99o8Mvi8Rj7WAx9nRp,2850.91,0.00
YtayKuGynhxQFxH7eg3A6fnf1k7t8Jiu8e7REE4GeTq,8DFdEXpBvQcY6BUJkH2R9mtBvkSFMeVEeXSqMBguSjsy,2843.83,0.00
B2qNqmVZDnLNvynQCstJW5qiukGyMdsUW871vcASuNLC,Adm9pURfRkncCHALQM1MNeKkZQEB6SAQdAZB6V7ib6dS,2834.79,0.00
3c5yEUK7mjxbTDGj4E3rkn7nQKjBJquyG9a62ACyzfbf,G2abjmcGzStm2WtDDNtwQAayTrZDaZv9B6XMeV5fBNRa,2831.29,0.00
4iRv9NYTr7BbpTM2rmhPTVgRPdrFo82NbJjC9yMNWrGN,EdYottyMNEgDYeN6maSMZjSzJjRLfwdebbnXM4DN7N16,2824.88,0.00
FV7QvC7LBjow85Zzb1VTXsWfBQAU7FeqMfYrm4xqPJ8H,HrU29MxyCQq3oCnVVr5L6hMSJkBgEEh9qwMmZ1LoQ8p,2824.37,0.00
2tXK21UL5QiHGLAHMhToh8iazysuEGMXdhLd89TJ4gmr,85VjAYLx34Ay8VFENuyrybzgvjAhikKSgKRyFLrRiPi2,2816.98,0.00
77C2ebXo7Weoj8oGzCV3KVVNEg4TtKRtvcm8GP1d45Q6,A52R775WmJXB62FUFfyiCuonNbzXFXPHuX5k5UvyhkCv,2803.05,0.00
dcm36vUacEsv3pRpYBsbV6LJBinTpu8sJDrmYC6Ryd3,HFzC7BV8bYAhUJWMEndvC7JzKrmMqU7NqeXMdheDnJAK,2797.73,0.00
Gywa9dfapML2xdkJKgnFPQM7pp3Xgkv4XvecDag1eZ18,4zXD58zkywooMuiSynhkeUHfvZP3NR6t4qvXuQUg3knG,2784.90,0.00
5JYdcUmRXNYxGKNpS3iBSZWJGkP2m7r5nqUqKfBLfsJB,HzyYP8GcnifUMeyfS5uFooMmtfNH8fHjvEqe8GD6dBdH,2775.00,0.00
73GcwQJf7iJtuQcYZav5ZbWibWb2amAtfTUF8Kt7pphM,Hu61QFCvuVSPPjmayXUUjiW2capBsWCFSKqT7pVqMea8,2773.44,0.00
VTHDwAG9g6diKmW9xGJAEp5smJBD7QmgLUs6QnVWyV5,3CnKWaCJJr3VwbxrytWUFY8kqRTvGiX1fnRF4RhaHqWS,2770.44,0.00
BsQuJZQ37aJwXKs1buJYfPS6tk8nGJ2wR1peHYFc1BmV,FEvRg4A5mfhsqCpXntsC2DZAwhRzFAExa2aWrfNgHTfx,2770.00,0.00
J9nVcB7z3e9F963JKee46K1UV3kR1VTrj9Gx8QDYR9U9,8wtsNyH4EscNoXrpbkEFGJY9KEX54AiVKxw9iLJtSUxL,2770.00,0.00
94xmX5J92nZLanLvRstmxhgiS8kN8SVfFQ2zPKYB3Ynb,BRmQx19Cak9cTNnuQp19dgi6biD9LDTRsLnyzT19jtZu,2749.65,0.00
7AbanjnUxHzdbSocG3Z9HZg6BgKhb8vHsxtde5eFnCNZ,3E1U2kEsHjBzhjAbF4WWaAEEML46mWSiADv83DZcYjMp,2747.28,0.00
Ax7xkDARfsRLZbAX76T6ATMfCMW46wUXQrq7LbZi6sLB,3J4ZRiimTMSfRnUSAkh4jUhVdF9yxCEFVkCUtdAmcgWT,2747.27,0.00
95KvMXje5t4D2p623FXu5LBhuHiB69VfKC1e7XtoLuH3,7SRjUFpKATm6DLWoeTPGj5y5oiEguCACd5XmzQJzVuHD,2743.50,0.00
5pTVSXpkZL6eZ58PpviHtMqiJ7EAcMrc35HCpMijxWbV,5qbP4696YN3dw1Hd4XcebDTKvrk4iqdNRqP7XYGkw8qh,2740.24,0.00
VMLffE6fiZ6ZMnNooFDPoZ1D5h8yqTMPv9T1RT3KFg1,HK74Luk8C3bcRM8ATzN5XRh2FLWnmd2mo5cDJSTLwy8F,2737.41,0.00
2w6tmscK92AToKN4PKSjcmeQo3Uu5hgcA349Tgq3KvM5,CWVY4cKQkci2YwKfRzpNVxtH7aJ1sE5M5ReDrmn1EuEb,2729.86,0.00
GmBGUVng6B5xK14q5cXVSc2vBMZnLQ315za5rWkhAZeH,283ZLKCCLvHHxvgcgGmmp4QyHd3BKZuyqjRvq1Dq4ZbH,2724.83,0.00
D72FNFNk7LB49BeB5ZFMoqf7ucJWmNwPwGyBC5VZaKKe,FFKwNfGtsETkHgRoVmS4oNNiMbhyn6ZjUtowWJ6a38mH,2699.91,0.00
43DbAvKxhXh1oSxkJSqGosNw3HpBnmsWiak6tB5wpecN,B3qPTY8iUTLapUJBJowXJbM8hZDrfUd7m3cdSuRcAZks,2695.72,0.00
374izNvvoSGZkus91NJV8ALSytb7azvCpQj5MqdNBGsf,7UAR981KxHNjKf9nrdtLWvrw7K14dEieYHv4Ybx29ZeB,2693.31,0.00
GRWqbdwRLEyUKJKJfvfYUjxQDcaowTLu3ASBXznB4VKd,Hvn5nBCuXDBJir6224nbuegvrFWPoQD8fgCvNaWxpjbY,2691.10,0.00
FtcnKnXWKk9R81TjJ76BUgutLUagd6PbqaZ4Dkqtks7W,4h7wRUhXLZraHiwN2eNt5CSVrH5Ab16VTGmkMezUg6i6,2684.82,0.00
GaQqPLnBCkAy1Pkq773DXD8FzfLYr15VEmeQcwVyYmB,7H7jTLy5GqL9ZCTwL51mDQPkBVx174UsLZ7JYJdiE6QW,2683.54,0.00
HJcLtQQQKBV3VWnCkw83xLyQeRgxKGWAEkvDZ668mkqY,H5k15WfZzY8EwKhAUUZ3ks7BhsFcBQesCMJLZz5Yg8Ti,2683.02,0.00
4bVmL1uyxRMcP1RA2Hr2iApuCsmsMgtRcK1Mh4GFwKEm,3KNLXMCsjda8vhAoxGck86rkXw41SPg7ob9RtmnpyWNa,2682.33,0.00
DC8FZqy5MQcKnY7CPR1jAcHMr9WwoHnpcnVBAPihZvo8,3MY8c67jNrPu8f7AnGB51SekR29TSED2caGMWX7REEvZ,2677.27,0.00
4jvnvjy2qzxXEHYUmuUJBrPk3AywqLjncseCMfwfDGvf,3pgmPC8n3VM4qZw4paEBNrtQEMy2hwMnFH4fwkgLe7CF,2671.66,0.00
E8VXPFLAcvWKnFMvxG2DmdKSw1Va7f72qLXoL7upgbNd,AyiemAFs4GiGBj9ySJuVszwngmKUm9ieXcydJUcAEa9P,2669.52,0.00
EW4hyZ3x9MpSFhfrvTC1dGQg3QznMcRjKyujKFaDCKCt,EYqTrm4eaFENBNrFifUsVwVL3YNHziQcSRx9Fq4zVhL,2661.54,0.00
FnuNG15DWH8fgZ9EtkhFb6STxB4b1YCwG7KejXiH9pJG,GunKndJ8vHtBtWbi2XvRaJpyCkPPW5CuVeTs33iUFDhf,2647.07,0.00
82yr7s79YMFB4ENhUTsM7Biy6pA3Tze6eZshMRtZUSgB,Dhwodjqmkn1ixcXKX8e5ZPdBLR6xmMXn4PPLt6ALFY38,2646.29,0.00
8sWked9BAvcQ4fjirfiR6xjfvHrBc5GHoZ3fgCgveDTX,AhTsDAZuNLSduZ4UVJtXhRic1TowcXt5a54Kkb65gzx5,2627.54,0.00
96g6yrLopsHxNppsksVZKRoxm8FM4rBKCc5kw8TdEarp,2Xkt4foEsn4oAbnLh4PSW7CTSJKGUX8QPFRTzPHSn4D9,2620.16,0.00
9fbWGQhApA7h7BDZxiEmRN5dzTR8AxBX4PWf1t75Dsb4,7AB1YHajXWWHDEQ49d7y3isSV9A6UDzk4Q8mkxg5Jj5m,2619.66,0.00
AWonZdX8v8T48m3HejFMoNmymn4qLsRSTe93ie1rc18z,3wXNSETcW8HkPE7uR7AvLYQ5KKYzSsrA9X4fNo8HZc4J,2619.60,0.00
53SQrfar2GdTnN8yTcGchS3uzwnGpTz1wsgazUawo4EV,G6mxL6A5dFZkESJvNB3wsQEvcdh2K3D84TccMbKgXTVT,2617.67,0.00
F9Lchq8vJyTYL3W8AZjS5u7UAMtRWNY1BGHJUK2PHDWx,7jybXKCHNzjTaNCCiDbhjTkPbai2efRWynrdvdUPB7cV,2615.57,0.00
887KJxyRRFVddCDomp9hThVgyyhNZ5nfX6BdvVZd6JiX,D3UUGXQRyWhJQfnqszs2m4jBEYGbJyTs6DxsMib6Zsr2,2615.33,0.00
9TWPU8AjNki9P8it9EUrTMHnpbqJspjCNH18d2ohyRgv,3F14QpYpwCZrJpH2e6eNngbhyH3vYYcWjynGcryXSG2Y,2611.48,0.00
EfEMPYQr1S7At2vPw5ZUzoZ45W3ySLuHkTAvQLrFU5c,EhhxfwjkqpoEknrsyic6pm3Hw6qTwKKjPnRH69vTa6qw,2609.97,0.00
2qR1fZipQLSKdnGL7owuCWY33LeocveW6U72mZibBB7G,wkDxeSGigTTFoJstm6fZ6qWiK5Cwkvu2xovcvPgLWFM,2606.49,0.00
3YY3ZU6UF9mge21MvdDXpdbA5MjCXUk1iGUo25ygC55W,C5ovjYn8YVDuJLHRXP7dbKMNBPqB9xNXpmvWPz67KjRE,2604.55,0.00
CJsCfwb7CowNn8u7jxJzbEViXUhxH94bWWq3QDLuJMDr,CUfSF84gSTapJV3wmNGBG6JEm7ZNQxdjbgvymKPXddkC,2602.58,0.00
6sPEanSLp1uDJZ3Ug3tNxcK68iVsH548Y2YCAKyVWrq3,6ZfFN79W6aE8xknmD9VDojg5ZtdJWm9N7oG5vJJDHSzR,2599.76,0.00
BJrehmBvNPcFEJFmWw5j5ueMPLx4A2E2EuqrZc2UWbXA,DUU2wSZxEbKxLUdawpoLz1YgM4isbeBvF3WtazTjmmmX,2597.18,0.00
4v3rwaYVkXLWrzux79xWp6NV7czzMGr7PLzNuwxqXDh9,AoeTHrm7mD4oXucMfoCBMp5qAxhsBWYwq1cJi1CQZQ75,2593.16,0.00
4WLffYPqUuaiGBh62W9E2Jy4XsFRG5XAYBsrhRAGoKgP,5mEdqjHRFa1atr7g4tfDp2uapWsF3aCBWscWWKTef3md,2591.15,0.00
BDvkhfpce32uf6P7jYd7GFhYq6Fa9UVxybCoYb6ur4Dq,EvQEGJqxc4avgxjmeZ8QofLpHrrfpHvv5ZmTRevXxQrW,2586.15,0.00
9MzGVamWTAr1yUxSMTGEbiusM7XLWeEFE7Yp372QJk2r,JAc7VRa9Vt8M3hdgPVgQ6XV5gh6GmaVNdxDrXpJcP6Uf,2585.81,0.00
GkozZtoTg2vQ31UC7c6veFjKHvQiChXA3xUdrXKPnWBS,CD3YyUAmLMGLWyFEJ1qvd4FRs4FnhdZy1hucqN4ECDWL,2584.20,0.00
2snHHreXbpJ7UwZxPe37gnUNf7Wx7wv6UKDSR2JckKuS,J9fKfAs7ZFVvX56C4n5PLQyg1Xp8XwUmExoEyfFe8Khj,2581.75,0.00
BZWYfWU3zaMBuggqsCj4fnurBcvv49Ho75tgVct5v2bg,7UNPgyQTJ8tH3RJ7QWoBDjcHUVaFmfVaeYp2CYXdGB6G,2578.80,0.00
HDTf3zsJZMh6VC7QyqBJxYN8adRixeDmEcm3zAn69wNZ,5Gvhbxqr1xtT3LpigKqhdJTupAZwyd9CHFXrJxdk5SQh,2577.55,0.00
8YGBzrPbnhg21k6p3jTC4uZSSzErdfda9ZqMZUeNVtQP,EDoAscgFGkzanQSNRbtHbPZZTEp696BnSh53csAdRwp9,2576.86,0.00
BUAi3QcEVggrfDDDm6m6Bf6pkNaw1RaAU9Eb3DRS2wSn,AF3BjLSQwNyEe3wghfJRHYpEYpzirJnGKXM6YZMhW3wV,2573.34,0.00
4W2TX2qH3MxQLqFyUuMCtKhCVNDsWBjbsBj9CSpk8kzH,DALcqk1iG5yK5s1d4yg8T4pRJejDaLb3fE5PEya1YVwh,2567.61,0.00
